,IOC,Type,VT Malicious,VT Suspicious,Total Engines,Severity %,Microsoft Detection,OTX Pulses,In CIRCL Dataset,Country,State,City,Latitude,Longitude
69,assets-msn.org,domain,13,0,94,13.83,undetected,4,No,,,,0,0
70,vynen.icu,domain,15,0,94,15.96,undetected,3,No,,,,0,0
71,lubowitl.live,domain,3,0,94,3.19,undetected,1,No,,,,0,0
72,bodyssey1.to,domain,3,0,94,3.19,undetected,0,No,,,,0,0
73,s1.flammablegrunt.site,domain,8,0,94,8.51,undetected,0,No,,,,0,0
74,tchmitt.live,domain,12,0,94,12.77,undetected,2,No,,,,0,0
75,sm.sacab.fun,domain,6,0,94,6.38,undetected,0,No,,,,0,0
76,mastro.top,domain,5,1,94,5.32,undetected,1,No,,,,0,0
77,pornohub.shop,domain,6,1,94,6.38,undetected,1,No,,,,0,0
78,z98123.top,domain,13,1,94,13.83,undetected,1,No,,,,0,0
79,fepez.run,domain,15,0,94,15.96,undetected,5,No,,,,0,0
80,gbhjj.online,domain,3,1,94,3.19,undetected,1,No,,,,0,0
81,wunep.icu,domain,15,0,94,15.96,undetected,2,No,,,,0,0
82,dragunoli.com,domain,13,1,94,13.83,undetected,3,No,,,,0,0
83,dybep.fun,domain,13,0,94,13.83,undetected,3,No,,,,0,0
84,totihyo.live,domain,8,0,94,8.51,undetected,1,No,,,,0,0
85,odyssey1.to,domain,22,1,94,23.4,undetected,1,No,,,,0,0
86,bitly.cx,domain,12,0,94,12.77,undetected,6,No,,,,0,0
87,loyalcompany.net,domain,17,1,94,18.09,undetected,15,No,,,,0,0
88,healthcanal.net,domain,4,0,94,4.26,undetected,0,No,,,,0,0
89,organicflowers.site,domain,13,0,94,13.83,undetected,2,No,,,,0,0
90,krause.la.top,domain,2,0,94,2.13,undetected,0,No,,,,0,0
91,peasplecore.net,domain,10,1,94,10.64,undetected,2,No,,,,0,0
92,bernhabd.live,domain,3,0,94,3.19,undetected,1,No,,,,0,0
93,e.overallwobbly.ru,domain,14,1,94,14.89,undetected,0,No,,,,0,0
94,cmav91bvs00008la9jcr6rbl.info,domain,8,1,94,8.51,undetected,1,No,,,,0,0
95,files.catbox.moe,domain,3,2,94,3.19,undetected,0,No,,,,0,0
96,t5.figurefaceted.ru,domain,16,2,94,17.02,undetected,0,No,,,,0,0
97,hvpb1.wristsymphony.site,domain,13,0,94,13.83,undetected,0,No,,,,0,0
98,fessoclick.com,domain,14,0,94,14.89,undetected,6,No,,,,0,0
99,hvpb2.wristsymphony.site,domain,13,0,94,13.83,undetected,0,No,,,,0,0
100,platform.activestate.com,domain,1,0,94,1.06,undetected,0,No,,,,0,0
101,bkngrvff.com,domain,17,3,94,18.09,undetected,5,No,,,,0,0
