,IOC,Type,VT Malicious,VT Suspicious,Total Engines,Severity %,Microsoft Detection,OTX Pulses,In CIRCL Dataset,Country,State,City,Latitude,Longitude
161,85.206.167.137,ip_address,1,0,95,1.05,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9399,23.3132
162,104.250.164.247,ip_address,7,2,95,7.37,undetected,4,No,United Kingdom,England,Manchester,53.4907,-2.24024
163,212.8.252.56,ip_address,1,0,95,1.05,undetected,2,No,The Netherlands,South Holland,Rotterdam,51.9235,4.4813
164,185.64.104.131,ip_address,1,0,95,1.05,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9349,23.3137
165,185.25.49.221,ip_address,1,0,95,1.05,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9349,23.3137
166,185.93.89.190,ip_address,8,2,95,8.42,undetected,4,No,United Kingdom,England,London,51.5072,-0.127586
167,213.227.128.153,ip_address,1,0,95,1.05,undetected,2,No,The Netherlands,North Holland,Amsterdam,52.3667,4.89454
168,185.64.105.183,ip_address,2,0,95,2.11,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9349,23.3137
169,185.93.89.175,ip_address,7,2,95,7.37,undetected,4,No,United Kingdom,England,London,51.5072,-0.127586
170,185.25.49.229,ip_address,1,0,95,1.05,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9349,23.3137
171,85.206.167.148,ip_address,1,0,95,1.05,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9399,23.3132
172,185.93.89.183,ip_address,7,3,95,7.37,undetected,4,No,United Kingdom,England,London,51.5072,-0.127586
173,104.250.164.220,ip_address,7,2,95,7.37,undetected,4,No,United Kingdom,England,Manchester,53.4907,-2.24024
174,185.64.106.94,ip_address,2,0,95,2.11,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9349,23.3137
175,104.250.164.252,ip_address,6,2,95,6.32,undetected,4,No,United Kingdom,England,Manchester,53.4907,-2.24024
176,85.206.167.145,ip_address,1,0,95,1.05,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9399,23.3132
177,85.206.167.141,ip_address,1,0,95,1.05,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9399,23.3132
